query_keyword,query_city,id,name,type,typecode,address,location,pname,cityname,adname,adcode,gridcode,tel
工厂,上海,B0M64SJ3JH,上海天之蓝水晶标工厂,公司企业;工厂;工厂,170300,宝祁路855号,"121.338772,31.300432",上海市,上海市,宝山区,,,15216896393
工厂,上海,B0L3JLFG6D,悍马培育钻工厂,公司企业;公司企业;公司企业,170000,园庆路268号旭辉in,"121.348525,31.313225",上海市,上海市,宝山区,,,
工厂,上海,B0LG17UCX2,西格玛艺术漆工厂展厅(上海服务中心),购物服务;家居建材市场;建材五金市场,060603,茸阳路69号2号楼113号,"121.251695,31.047360",上海市,上海市,松江区,,,15821071568
工厂,上海,B0LR3HC4GF,万福窗帘·源头工厂,生活服务;生活服务场所;生活服务场所,070000,洞泾镇同乐路387号106,"121.269638,31.090845",上海市,上海市,松江区,,,18752016020
工厂,上海,B0LKP6Y6JL,小王水果超级工厂,公司企业;公司企业;公司企业,170000,北翟路辅路与东华美路交叉口北340米,"121.330525,31.226325",上海市,上海市,闵行区,,,13061725064
工厂,上海,B0LGBAWA5L,上海超级伸缩雨棚工厂,公司企业;工厂;工厂,170300,佳龙路290号,"121.388114,31.342005",上海市,上海市,宝山区,,,
工厂,上海,B0LKJH1LOK,凯辉地毯工厂仓库,公司企业;公司;公司,170200,涞亭北路451号16幢102甲,"121.324886,31.152731",上海市,上海市,松江区,,,
工厂,上海,B0LD7XU4CU,富豫移门淋浴房工厂,公司企业;工厂;工厂,170300,富联一路19号3号库,"121.415259,31.369676",上海市,上海市,宝山区,,,021-56497485;13122428849
工厂,上海,B0LRAU0K84,康杰特(上海)七零一氧舱工厂展示中心,公司企业;公司企业;公司企业,170000,九亭镇伴亭路228号4幢1层102-3室,"121.330475,31.138075",上海市,上海市,松江区,,,15301903313;4009668056
工厂,上海,B0L3ARWL8X,硅钢第三智慧工厂,公司企业;工厂;工厂,170300,,"121.447739,31.410763",上海市,上海市,宝山区,,,
工厂,上海,B0L2CXI4SH,思卡诺工厂店(闵行总仓),公司企业;公司;公司,170200,友东路237号,"121.354075,31.124625",上海市,上海市,闵行区,,,13621609990
工厂,上海,B0LASU4JLC,上海杜邦可丽耐工厂店,公司企业;公司企业;公司企业,170000,松闵路500号1幢1层,"121.320816,31.029455",上海市,上海市,松江区,,,13310060133;13661431372
工厂,上海,B0LB9MTLFE,上海亚太系统门窗工厂馆,购物服务;家居建材市场;建材五金市场,060603,干林路2188号幸福纺织厂内,"121.255744,30.826812",上海市,上海市,金山区,,,18179372777
工厂,上海,B0LD4XSZ3R,上海肇民二工厂,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,秦弯路与钱商大街交叉口东南140米,"121.258675,30.778725",上海市,上海市,金山区,,,
工厂,上海,B0L6NZNFLH,牧尚门窗工厂直营旗舰店(澳门路月星家居),购物服务;购物相关场所;购物相关场所,060000,澳门路168号月星家居B001,"121.445627,31.247392",上海市,上海市,普陀区,,,18201165998
工厂,上海,B0LRVOL81C,上海恒泰通风管工厂,公司企业;工厂;工厂,170300,长兴公路58号,"121.334536,30.942227",上海市,上海市,松江区,,,13774497856
工厂,上海,B0M6KACBCO,麦熙广告工厂,公司企业;公司;广告装饰,170201,罗锦路83号-1号,"121.418819,31.123601",上海市,上海市,闵行区,,,13585859149
工厂,上海,B0LBSZ3TRH,雷克萨斯金山工厂,公司企业;公司企业;公司企业,170000,天工路与亭卫公路交叉口东400米,"121.353917,30.827411",上海市,上海市,金山区,,,
工厂,上海,B0LADC66JE,温氏工厂直销中心,公司企业;工厂;工厂,170300,北泰路与学府路交叉口西南220米,"121.320012,30.729517",上海市,上海市,金山区,,,
工厂,上海,B0L1ZSMN6V,上海电气电站设备有限公司汽轮机厂(帝景园西),公司企业;工厂;工厂,170300,江川路333号,"121.418941,30.998397",上海市,上海市,闵行区,,,021-23506666
工厂,上海,B0LG4UEQU8,间质工厂INTERSTITIAL WORKS,公司企业;公司企业;公司企业,170000,龙吴路4221号碳素厂7号路,"121.454881,31.087675",上海市,上海市,闵行区,,,
工厂,上海,B0M61DH6EI,袁梦家具高端定制工厂,公司企业;工厂;工厂,170300,南阳港西路886号8栋,"121.341824,30.767978",上海市,上海市,金山区,,,13127986636
工厂,上海,B0L119M0RY,美标工厂,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,西渡沿江路与西闸公路交叉口西北220米,"121.436924,30.998793",上海市,上海市,奉贤区,,,
工厂,上海,B0LUOK71NM,执纫品牌工厂店,公司企业;公司;公司,170200,卫零路88号-86号,"121.339543,30.714366",上海市,上海市,金山区,,,15946857142
工厂,上海,B0L2UDEGMH,信广包装(上海)有限公司奉贤工厂,公司企业;公司;公司,170200,亿松路与扶港路交叉口东300米,"121.450225,30.979775",上海市,上海市,奉贤区,,,
工厂,上海,B0M6OUMIDD,美亿门窗工厂店(浦东基地),公司企业;公司;公司,170200,懿德路379号,"121.517666,31.117903",上海市,上海市,浦东新区,,,
工厂,上海,B0LUYUV0DI,垫家汽车脚垫工厂店(上海店),公司企业;公司;公司,170200,航南公路6218号,"121.449334,30.927479",上海市,上海市,奉贤区,,,
工厂,上海,B0LGG70H6N,易格斯新工厂项目部,公司企业;公司企业;公司企业,170000,远东路1600号,"121.462675,30.948325",上海市,上海市,奉贤区,,,
工厂,上海,B0LBDCY5AW,富贵花门窗工厂直营店,购物服务;家居建材市场;建材五金市场,060603,浦星公路1969号4楼D8088,"121.510425,31.076575",上海市,上海市,闵行区,,,19370836972
工厂,上海,B0LALOIMC0,名豪沙发翻新工厂,公司企业;工厂;工厂,170300,南桥镇航南公路5639号5699号(靠近环城东路口)奉贤宝龙广场,"121.462422,30.930037",上海市,上海市,奉贤区,,,15307994309
工厂,上海,B0LG91XYUQ,海螺系统门窗工厂直营店(环城南路店),购物服务;家居建材市场;建材五金市场,060603,环城南路291号,"121.470723,30.906204",上海市,上海市,奉贤区,,,18221552011
工厂,上海,B0LUS75V90,上海京瓷电子公司金桥工厂,公司企业;公司企业;公司企业,170000,金桥镇新金桥路2077号,"121.628402,31.259329",上海市,上海市,浦东新区,,,
工厂,上海,B0LABL15QB,中建三局金桥海阳工厂二期项目部,公司企业;公司;公司,170200,唐陆公路143号,"121.626253,31.253418",上海市,上海市,浦东新区,,,
工厂,上海,B0M6AL07YB,海阳工厂,公司企业;公司;公司|公司企业;工厂;工厂,170200|170300,金闽路与鲁桥路交叉口东南80米,"121.627475,31.254825",上海市,上海市,浦东新区,,,
工厂,上海,B0LK753BU3,柏逸轩原木全屋定制家具工厂,购物服务;家居建材市场;家居建材市场,060600,文耀路与文雅路交叉口东100米,"121.503425,30.911475",上海市,上海市,奉贤区,,,021-57523399
工厂,上海,B0L1U53QAJ,上海宇巨展览工厂,公司企业;工厂;工厂,170300,沿浦公路2500号,"121.541477,30.978696",上海市,上海市,奉贤区,,,15380795777;17705153111
工厂,上海,B0L6XHSP6G,上海卓龙团餐中央工厂,公司企业;工厂;工厂,170300,康桥镇新苗村1000号A幢1层,"121.637366,31.128133",上海市,上海市,浦东新区,,,13120866777
工厂,上海,B0M67HYL9G,施迪克展览工厂,科教文化服务;传媒机构;传媒机构,141100,光善路与恒泰路交叉口西北100米,"121.582322,30.979087",上海市,上海市,奉贤区,,,
工厂,上海,B0LUDRESQ0,上海(帝诚)展览工厂,公司企业;工厂;工厂,170300,七号路与六号路交叉口西南380米,"121.539098,30.843557",上海市,上海市,奉贤区,,,
工厂,上海,B0LKO5FU8O,栢莉德淋浴房工厂,公司企业;工厂;工厂,170300,沪南公路6938号,"121.624175,31.025026",上海市,上海市,浦东新区,,,
工厂,上海,B0LDV97J8Y,上海奥莱屋全屋定制工厂,公司企业;公司;公司,170200,南奉公路1529号4号楼2楼,"121.607664,30.919337",上海市,上海市,奉贤区,,,13917880171
工厂,上海,B0LD37KOZC,云昊木华定制工厂,公司企业;公司;公司,170200,航塘公路4677号,"121.610897,30.910121",上海市,上海市,奉贤区,,,
工厂,上海,B0M6BZHD4E,上海吉思特全屋定制工厂,公司企业;工厂;工厂,170300,新奉公路3535号,"121.644857,30.966324",上海市,上海市,奉贤区,,,13651656710
工厂,上海,B0LGXDBGAU,凤铝门窗工厂直营店,购物服务;家居建材市场;建材五金市场,060603,新奉公路4841号,"121.645698,30.943207",上海市,上海市,奉贤区,,,19952541818
工厂,上海,B0M647K2HI,画宝刚烧鸡上海工厂,公司企业;公司企业;公司企业,170000,宣秋路与宣竹路交叉口西180米,"121.713325,31.089275",上海市,上海市,浦东新区,,,
工厂,上海,B0LUNR7IY6,福庆全屋定制工厂,公司企业;工厂;工厂,170300,大叶公路8169号,"121.679638,30.986092",上海市,上海市,奉贤区,,,
工厂,上海,B0L1N9XS4H,上海裳界服饰西装定制工厂,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,四海时装有限公司对面57号,"121.724486,30.942032",上海市,上海市,奉贤区,,,18702100833
工厂,上海,B0LAZ1ZMAT,5号工厂,公司企业;工厂;工厂,170300,永春东路30弄28号,"121.745977,30.973935",上海市,上海市,浦东新区,,,
工厂,上海,B0LR99R1GU,木易托盘工厂店,公司企业;工厂;工厂,170300,海旗路与港鼎路交叉口西160米,"121.747875,30.895325",上海市,上海市,奉贤区,,,
工厂,上海,B0L0UUVMLK,马氏家具工厂,公司企业;工厂;工厂,170300,欢民路518家具工厂,"121.750499,31.021756",上海市,上海市,浦东新区,,,18300793693
工厂,上海,B0KUTZD2X4,长三角砂粉超级工厂,公司企业;工厂;工厂,170300,新浜镇林天路218号松江物流产业园,"121.083535,30.943236",上海市,上海市,松江区,,,
工厂,上海,B0KUSSQ92M,上海九駲铝业全铝定制工厂,公司企业;工厂;工厂,170300,嘉定嘉秀路88号,"121.283417,31.312797",上海市,上海市,嘉定区,,,18817202380
工厂,上海,B0KUNML94G,特斯拉储能超级工厂上海宝冶项目部,公司企业;公司;公司,170200,芦五公路2751号,"121.773149,30.861983",上海市,上海市,浦东新区,,,
工厂,上海,B0KULNSJUM,萝卜工厂,公司企业;农林牧渔基地;其它农林牧渔基地,170400,东方路800号宝安大厦F4层,"121.524046,31.226341",上海市,上海市,浦东新区,,,
工厂,上海,B0KU2Z4QAU,泰东机械4工厂,公司企业;工厂;工厂,170300,新润路588号甘氏工业园西北门3号库,"121.292214,31.062010",上海市,上海市,松江区,,,
工厂,上海,B0KU1MPYDG,新泉(上海)汽车零部件有限公司-二期工厂,公司企业;公司;公司,170200,正嘉路97号,"121.767523,30.858779",上海市,上海市,奉贤区,,,15929511819
工厂,上海,B0KRXS6837,棉益屋工厂店,公司企业;公司;公司,170200,江场三路215号5楼,"121.438269,31.294705",上海市,上海市,静安区,,,021-51060195
工厂,上海,B0KROYSYCS,维盾门窗(上海总部)工厂,公司企业;工厂;工厂,170300,华腾路1669号1栋,"121.210464,31.234169",上海市,上海市,青浦区,,,13818927239;15000421229;19821331088
工厂,上海,B0KRF7NIPO,大连实德集团(实德系统门窗)工厂直营,购物服务;家居建材市场;家居建材市场,060600,沪太公路6285号5号楼,"121.362679,31.378752",上海市,上海市,宝山区,,,15000949039
工厂,上海,B0KR6SQ8W8,自然堂发酵工厂,公司企业;工厂;工厂,170300,远东路1515弄20号2幢厂房,"121.463171,30.950398",上海市,上海市,奉贤区,,,
工厂,上海,B0KKHD3IV2,卡贝迪移门工厂店,购物服务;家居建材市场;建材五金市场,060603,崧复路1590号,"121.166649,31.172189",上海市,上海市,青浦区,,,
工厂,上海,B0KKDSKBCA,上海策雨充气帐篷工厂,公司企业;公司;公司,170200,港鼎路1688号,"121.747225,30.912075",上海市,上海市,奉贤区,,,18217077900
工厂,上海,B0KDASDT78,特斯拉储能超级工厂,公司企业;工厂;工厂,170300,沧海路3888号,"121.772366,30.859712",上海市,上海市,浦东新区,,,
工厂,上海,B0KAT7IK93,上海金发科技发展有限公司二期工厂,公司企业;公司;网络科技,170206,沈砖公路999号,"121.065187,31.079185",上海市,上海市,青浦区,,,
工厂,上海,B0K3HH1YWH,上海林众电子科技有限公司,公司企业;公司企业;公司企业,170000,香闵路1188弄1-4号,"121.294307,31.006922",上海市,上海市,松江区,,,021-67227175
工厂,上海,B0K3CUH690,上海哈尔滨食品厂(新世界城店),餐饮服务;餐饮相关场所;餐饮相关,050000,南京西路2号新世界城B1层,"121.474125,31.234801",上海市,上海市,黄浦区,,,
工厂,上海,B0JUJAR11O,顺络(上海)电子有限公司,公司企业;公司;公司,170200,书海路618号,"121.323846,31.031956",上海市,上海市,松江区,,,
工厂,上海,B0J3DMIVL6,中航无线电电子技术有限公司,公司企业;公司;机械电子,170204,吴泾镇紫月路432号,"121.459849,31.020621",上海市,上海市,闵行区,,,021-33298000
工厂,上海,B0IB7D6HY5,爱舒家居工厂旗舰店,公司企业;公司;公司,170200,善乐路255号,"121.585717,30.973607",上海市,上海市,奉贤区,,,021-58491188
工厂,上海,B0HUVU1AA3,新泉(上海)汽车零部件有限公司-一期工厂,公司企业;公司;公司,170200,平岚路258号,"121.764489,30.870471",上海市,上海市,奉贤区,,,
工厂,上海,B0HDF7GAD9,上海季丰电子股份有限公司(总部),公司企业;公司;机械电子,170204,友东路288号,"121.354917,31.124792",上海市,上海市,闵行区,,,021-31300060
工厂,上海,B0H63S89NT,上海海拉电子有限公司,公司企业;公司;机械电子,170204,创业路358号,"121.688953,31.212758",上海市,上海市,浦东新区,,,021-20959956
工厂,上海,B0H0MHHYCD,思特威(上海)电子科技股份有限公司,公司企业;公司;机械电子,170204,田林路889号科技绿洲四期8号楼,"121.391708,31.164074",上海市,上海市,闵行区,,,021-64853570
工厂,上海,B0GUKZDKLT,萨震压缩机,公司企业;公司;公司|公司企业;工厂;工厂,170200|170300,金流路188号,"121.338365,30.801108",上海市,上海市,金山区,,,13524038026
工厂,上海,B0GKXLFY1Z,上海海立电器有限公司,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,金桥镇宁桥路888号,"121.621271,31.251844",上海市,上海市,浦东新区,,,021-58547777
工厂,上海,B0G277F2RA,上海丸旭电子科技有限公司(168智能制造基地),公司企业;公司;公司,170200,安亭镇园耀路168号,"121.198870,31.324153",上海市,上海市,嘉定区,,,021-59587999
工厂,上海,B0FFLFBZQL,宜侬,公司企业;公司;公司|公司企业;工厂;工厂,170200|170300,金汇镇光泰路889号,"121.606477,30.979681",上海市,上海市,奉贤区,,,021-57486288
工厂,上海,B0FFK7TOIH,上海泰好电子科技有限公司,公司企业;公司;机械电子,170204,祝桥镇金亮路83号2号楼,"121.782028,31.105333",上海市,上海市,浦东新区,,,13757751787
工厂,上海,B0FFJYZH7F,上海爱谱华顿电子科技(集团)有限公司,公司企业;公司;机械电子,170204,航头镇沪南路4888号,"121.586349,31.063333",上海市,上海市,浦东新区,,,021-38134888
工厂,上海,B0FFJXVZPD,上海新康电子有限公司(永靖路),公司企业;公司;机械电子,170204,永靖路1258号,"121.259265,31.412497",上海市,上海市,嘉定区,,,021-67078099
工厂,上海,B0FFJUEV0K,上海金榕车饰实业发展有限公司(宝安分厂),公司企业;工厂;工厂,170300,顾村镇宝安公路2395弄50号,"121.334948,31.348119",上海市,上海市,宝山区,,,021-59101705
工厂,上海,B0FFJQT1NZ,上海海立电器有限公司,公司企业;公司企业;公司企业,170000,金苏路77号,"121.632427,31.259374",上海市,上海市,浦东新区,,,021-58548888
工厂,上海,B0FFJO5WBZ,上海华力集成电路制造有限公司,公司企业;公司企业;公司企业,170000,航头镇古博路100号,"121.617772,31.077723",上海市,上海市,浦东新区,,,021-61871212
工厂,上海,B0FFJNJ388,天马微电子有限公司,公司企业;公司;机械电子,170204,汇庆路889号,"121.711429,31.239213",上海市,上海市,浦东新区,,,021-61651888
工厂,上海,B0FFJDK3O3,上海实业交通电器有限公司电器制造厂,公司企业;工厂;工厂,170300,华新镇纪鹤公路2438号,"121.224771,31.247279",上海市,上海市,青浦区,,,021-59795819
工厂,上海,B0FFIB8644,沪东船厂,公司企业;公司;公司,170200,长兴镇,"121.772977,31.317813",上海市,上海市,崇明区,,,
工厂,上海,B0FFHOYQ7Q,金桥凯迪拉克新工厂,汽车销售;汽车销售;汽车销售,020000,金穗路567号,"121.635514,31.284525",上海市,上海市,浦东新区,,,13382235859
工厂,上海,B0FFHIXLHL,希革斯电子上海有限公司,公司企业;公司;机械电子,170204,马陆镇兴平路415号,"121.290980,31.370232",上海市,上海市,嘉定区,,,021-39004129
工厂,上海,B0FFHDVLNQ,上海汉钟精机股份有限公司,公司企业;工厂;工厂,170300,建贡路108号,"121.080331,30.863956",上海市,上海市,金山区,,,021-67353162
工厂,上海,B0FFH9VTU3,上海中航光电子有限公司,公司企业;公司;机械电子,170204,莘庄工业区华宁路3388号,"121.371842,31.056063",上海市,上海市,闵行区,,,021-34074600
工厂,上海,B0FFGY84TA,上海家化联合股份有限公司,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,北盈路2058号,"121.081780,31.182148",上海市,上海市,青浦区,,,021-35907000
工厂,上海,B0FFGWOA2D,东电电子(上海)有限公司,公司企业;公司;机械电子,170204,高斯路555号,"121.608618,31.207924",上海市,上海市,浦东新区,,,021-38954800
工厂,上海,B0FFGJ4BYG,上海盛通时代包装科技有限公司,公司企业;公司;公司,170200,金水路268号,"121.324788,30.801278",上海市,上海市,金山区,,,13331811725
工厂,上海,B0FFGHEM78,双立人工厂,公司企业;公司;公司,170200,浦江工业区昌林路679号(沈杜公路地铁站出口步行380米),"121.513067,31.063407",上海市,上海市,闵行区,,,021-80298686
工厂,上海,B0FFGFPUNF,库博标准(上海青浦工厂),公司企业;公司;公司,170200,外青松公路4600号(近天辰路),"121.119423,31.201735",上海市,上海市,青浦区,,,021-67005888
工厂,上海,B0FFGCEWBJ,上海人民电器厂(共和新路),公司企业;工厂;工厂,170300,大宁路街道共和新路3015号北门,"121.451538,31.290829",上海市,上海市,静安区,,,021-56653680
工厂,上海,B0FFG956V9,天马微电子股份有限公司,公司企业;公司;机械电子,170204,汇庆路888号,"121.710953,31.238140",上海市,上海市,浦东新区,,,021-61651888
工厂,上海,B0FFG8UU0Z,上海鹰峰电子科技有限公司,公司企业;公司;机械电子,170204,石湖荡镇唐明路258号,"121.192472,30.973460",上海市,上海市,松江区,,,17384740018
工厂,上海,B0FFG37X8V,上海扬盛印务有限公司,公司企业;公司;公司,170200,文松路555号,"121.153932,31.026600",上海市,上海市,松江区,,,021-57796688
工厂,上海,B0FFG0XJUG,上海合璧电子元件有限公司,公司企业;公司;机械电子,170204,安晓路318号,"121.235567,31.316099",上海市,上海市,嘉定区,,,021-59505466
工厂,上海,B0FFFY9L4K,上海机车检修段,公司企业;公司;公司,170200,陇南路1588号,"121.305586,31.279458",上海市,上海市,嘉定区,,,021-51242531
工厂,上海,B0FFFPY8F0,上海电气电力电子有限公司(富桥路),公司企业;公司;机械电子,170204,富桥路66号,"121.406473,31.375614",上海市,上海市,宝山区,,,021-33713200
工厂,上海,B0FFFO6YH8,上海莫仕连接器有限公司,公司企业;公司;公司,170200,外高桥保税区英伦路889号莫士电子厂,"121.620826,31.310705",上海市,上海市,浦东新区,,,021-50480889
工厂,上海,B0FFF402JJ,光明乳业股份有限公司华东中心工厂,公司企业;工厂;工厂,170300,马桥镇紫东路489号,"121.347840,31.010921",上海市,上海市,闵行区,,,021-60161717
工厂,上海,B0FFF3AKSV,威图电子机械技术上海有限公司,公司企业;公司;机械电子,170204,民益路1658号,"121.284843,31.042938",上海市,上海市,松江区,,,021-51157799
工厂,上海,B0FFF001HB,益海嘉里上海企业群高东工厂,公司企业;公司;公司,170200,高东路118号,"121.622158,31.342545",上海市,上海市,浦东新区,,,021-58487988
工厂,上海,B00157I1DB,上海东区污水处理厂,公司企业;工厂;工厂,170300,定海路街道河间路1283号东区,"121.548654,31.276719",上海市,上海市,杨浦区,,,021-65662013
工厂,上海,B00156ZASU,罗森伯格(上海)通信技术有限公司,公司企业;公司;机械电子,170204,青浦工业区新科路303号,"121.127205,31.178215",上海市,上海市,青浦区,,,021-58995997
工厂,上海,B00156NPX6,松下电子材料(上海)有限公司,公司企业;公司;公司,170200,南桥环城北路148号,"121.456428,30.959763",上海市,上海市,奉贤区,,,021-67101288;021-67104455
工厂,上海,B00156GOA6,上海奥威日化有限公司,公司企业;公司;冶金化工|公司企业;工厂;工厂,170205|170300,金山大道6388号,"121.274255,30.721605",上海市,上海市,金山区,,,021-37903999
工厂,上海,B00156G8OC,海德堡印刷设备(上海)有限公司,公司企业;公司;公司,170200,崧泽大道9928号,"121.107947,31.175918",上海市,上海市,青浦区,,,021-67005000
工厂,上海,B00156EPDX,上海烟草集团有限责任公司上海卷烟厂,公司企业;工厂;工厂|公司企业;公司;公司,170300|170200,长阳路787(江浦公园地铁站4号口步行280米),"121.519861,31.264680",上海市,上海市,杨浦区,,,19333998892
工厂,上海,B00156EL54,上海英汇科技发展有限公司-第六工厂,公司企业;公司;公司|公司企业;工厂;工厂,170200|170300,安亭镇泰海路99号,"121.248431,31.312971",上海市,上海市,嘉定区,,,021-39191155
工厂,上海,B00156EC1W,上海汽车集团股份有限公司乘用车公司临港工厂,公司企业;知名企业;知名企业,170100,两港大道2999号,"121.829739,30.886143",上海市,上海市,浦东新区,,,021-51929999
工厂,上海,B00156E4E9,上海航天电子有限公司,公司企业;公司;机械电子,170204,叶城路1518号,"121.234470,31.359670",上海市,上海市,嘉定区,,,021-69058065
工厂,上海,B00156DFU7,上海纳铁福传动系统有限公司(康桥路),公司企业;工厂;工厂,170300,康桥路950号,"121.561309,31.145446",上海市,上海市,浦东新区,,,
工厂,上海,B00155QYLD,上海紫丹食品包装印刷有限公司,公司企业;公司;公司,170200,北松公路888号,"121.389356,31.034521",上海市,上海市,闵行区,,,021-51598500
工厂,上海,B00155QP29,上海芯哲微电子科技股份有限公司,公司企业;公司;机械电子,170204,奉浦社区环城东路323号,"121.458642,30.949283",上海市,上海市,奉贤区,,,021-37198606
工厂,上海,B00155QKO5,台积电(中国)有限公司(十厂),公司企业;公司;公司,170200,松江科技园区文翔路4000号,"121.160057,31.039039",上海市,上海市,松江区,,,021-57768000
工厂,上海,B00155M070,哈尔滨食品厂(淮海店),餐饮服务;糕饼店;糕饼店,050800,淮海中路466号(近重庆南路),"121.470285,31.221606",上海市,上海市,黄浦区,,,021-63844251
工厂,上海,B00155KA1S,上汽大众汽车有限公司三厂,公司企业;知名企业;知名企业,170100,曹安公路5288号,"121.182514,31.291015",上海市,上海市,嘉定区,,,021-59561888;021-69565797
工厂,上海,B00155KA1N,上海阿可电子机械制造有限公司,公司企业;公司;机械电子,170204,泰丰路55号,"121.202952,31.307445",上海市,上海市,嘉定区,,,021-59501070
