poi_id,name,address,lon,lat,raw_keyword,raw_type,source,status,category,classification_reason
P00133,益海嘉里上海企业群高东工厂,高东路118号,121.622158,31.342545,工厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00134,上海东区污水处理厂,定海路街道河间路1283号东区,121.548654,31.276719,工厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00135,罗森伯格(上海)通信技术有限公司,青浦工业区新科路303号,121.127205,31.178215,工厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00136,松下电子材料(上海)有限公司,南桥环城北路148号,121.456428,30.959763,工厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00137,上海奥威日化有限公司,金山大道6388号,121.274255,30.721605,工厂,公司企业;公司;冶金化工|公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「化工」
P00138,海德堡印刷设备(上海)有限公司,崧泽大道9928号,121.107947,31.175918,工厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷」
P00139,上海烟草集团有限责任公司上海卷烟厂,长阳路787(江浦公园地铁站4号口步行280米),121.519861,31.26468,工厂,公司企业;工厂;工厂|公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00140,上海英汇科技发展有限公司-第六工厂,安亭镇泰海路99号,121.248431,31.312971,工厂,公司企业;公司;公司|公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00141,上海汽车集团股份有限公司乘用车公司临港工厂,两港大道2999号,121.829739,30.886143,工厂,公司企业;知名企业;知名企业,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00142,上海航天电子有限公司,叶城路1518号,121.23447,31.35967,工厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00143,上海纳铁福传动系统有限公司(康桥路),康桥路950号,121.561309,31.145446,工厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00144,上海紫丹食品包装印刷有限公司,北松公路888号,121.389356,31.034521,工厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「印刷」
P00145,上海芯哲微电子科技股份有限公司,奉浦社区环城东路323号,121.458642,30.949283,工厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00146,台积电(中国)有限公司(十厂),松江科技园区文翔路4000号,121.160057,31.039039,工厂,公司企业;公司;公司,amap,kept,industrial_space,命中产业/园区关键词「科技园」
P00147,哈尔滨食品厂(淮海店),淮海中路466号(近重庆南路),121.470285,31.221606,工厂,餐饮服务;糕饼店;糕饼店,amap,kept,food_city_production,命中食品生产关键词「食品厂」
P00148,上汽大众汽车有限公司三厂,曹安公路5288号,121.182514,31.291015,工厂,公司企业;知名企业;知名企业,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00149,上海阿可电子机械制造有限公司,泰丰路55号,121.202952,31.307445,工厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「制造」
P00150,上汽大众汽车有限公司二厂,安亭镇昌吉路82号,121.179786,31.298028,工厂,公司企业;知名企业;知名企业,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00151,上海耀皮工程玻璃有限公司(康柳路),康桥镇康柳路75号,121.555769,31.135488,工厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00152,上海吉田拉链有限公司闵行工厂,江川路街道青山路绿春路468号,121.373929,31.010957,工厂,公司企业;公司;公司,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00153,上海民族乐器一厂有限公司,联明路400号,121.345308,31.144685,工厂,公司企业;公司;公司|公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00154,上海工艺美术厂,钦州路528号(漕宝路地铁站8号口步行410米),121.430129,31.170545,工厂,公司企业;工厂;工厂,amap,kept,traditional_factory,命中传统制造关键词「工厂」
P00155,上海安费诺永亿通讯电子有限公司,申南路689号,121.381197,31.07258,工厂,公司企业;公司;机械电子,amap,kept,traditional_factory,命中传统制造关键词「工厂」
